en_curid,name,numlangs,countryCode,countryCode3,countryName,continentName,birthyear,birthcity,gender,occupation,industry,domain,dataset,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
2065,"Auguste Rodin",69,FR,FRA,France,Europe,1840,Paris,Male,SCULPTOR,"FINE ARTS",ARTS,OGC,10533605,12.2960023,413791.6988,3542205,6991400,152660.942,25.18118327
2077,"Adam Weishaupt",28,DE,DEU,Germany,Europe,1748,Ingolstadt,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,2272970,6.023507975,13052.30672,1186562,1086408,81177.5,23.93439762
2108,"Adalbert of Prague",31,CZ,CZE,"Czech Republic",Europe,956,"Libice nad Cidlinou",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,1637769,3.535055705,9166.329036,142254,1495515,52831.25806,24.84646451
2144,Aaliyah,48,US,USA,"United States","North America",1979,Brooklyn,Female,SINGER,MUSIC,ARTS,OGC,19682360,3.893556399,83468.13544,13628932,6053428,410049.1667,19.43388057
2151,"Anton Drexler",26,DE,DEU,Germany,Europe,1884,Munich,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,905533,7.856007972,4028.023277,390969,514564,34828.19231,23.11464582
2176,"Ahmed Shah Massoud",43,PK,PAK,Pakistan,Asia,1953,"Panjshīr Province",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2830739,6.989962291,16949.15846,1279147,1551592,65831.13953,22.32674999
2180,Arcadius,54,ES,ESP,Spain,Europe,370,Spain,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,809035,13.95388841,2483.875442,263973,545062,14982.12963,26.68381151
2201,"Aage Niels Bohr",49,DK,DNK,Denmark,Europe,1922,Copenhagen,Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,775178,17.36305102,12288.12973,230506,544672,15819.95918,23.07579395
2238,"Antipope John XXIII",30,IT,ITA,Italy,Europe,1370,Naples,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,667716,3.976766335,9398.469649,407833,259883,22257.2,21.90064061
2241,"Antonio Salieri",52,IT,ITA,Italy,Europe,1750,Legnago,Male,COMPOSER,MUSIC,ARTS,OGC,4543173,9.426118465,16764.55698,1764172,2779001,87368.71154,26.37723755
2274,"Arthur Stanley Eddington",36,GB,GBR,"United Kingdom",Europe,1882,Kendal,Male,ASTRONOMER,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,851771,10.61848958,5153.757369,336295,515476,23660.30556,23.4465988
2310,"Arthur Miller",63,US,USA,"United States","North America",1915,Harlem,Male,WRITER,LANGUAGE,HUMANITIES,OGC,7351440,4.60382511,24887.18323,5035701,2315739,116689.5238,25.044249
2340,"Antipope Felix II",27,UNK,UNK,Unknown,Unknown,300,"",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,144060,8.153320849,1367.103863,47616,96444,5335.555556,22.62300393
2363,"Alessandro Scarlatti",43,IT,ITA,Italy,Europe,1660,Palermo,Male,COMPOSER,MUSIC,ARTS,OGC,1050028,11.29901929,2949.012764,374011,676017,24419.25581,25.44008727
2383,"Alois Alzheimer",45,DE,DEU,Germany,Europe,1864,Marktbreit,Male,PHYSICIAN,MEDICINE,"SCIENCE & TECHNOLOGY",OGC,1144068,11.90432205,4326.397802,353900,790168,25423.73333,24.77409335
2391,"Akio Morita",26,JP,JPN,Japan,Asia,1921,Tokoname,Male,BUSINESSPERSON,BUSINESS,"BUSINESS & LAW",OGC,1489192,4.90390799,4942.060567,524323,964869,57276.61538,23.32119806
2397,"Anthony Hopkins",65,GB,GBR,"United Kingdom",Europe,1937,Margam,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,16055086,7.612417601,81156.39756,7363827,8691259,247001.3231,26.31669692
2402,"Albrecht Dürer",112,DE,DEU,Germany,Europe,1471,Nuremberg,Male,PAINTER,"FINE ARTS",ARTS,OGC,10212700,11.03817507,34890.89518,3257982,6954718,91184.82143,28.81835925
2406,"Alban Berg",42,AT,AUT,Austria,Europe,1885,Vienna,Male,COMPOSER,MUSIC,ARTS,OGC,1720409,10.74676458,4177.215376,585527,1134882,40962.11905,25.29831996
2425,Aurangzeb,45,IN,IND,India,Asia,1618,Dahod,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3388736,2.716591514,35650.788,2796259,592477,75305.24444,22.68873712
2433,"Alberto Giacometti",36,CH,CHE,Switzerland,Europe,1901,Stampa,Male,ARTIST,"FINE ARTS",ARTS,OGC,3321962,7.181852458,20324.72999,1347811,1974151,92276.72222,24.2742091
2440,"Albrecht Altdorfer",38,DE,DEU,Germany,Europe,1480,Regensburg,Male,PAINTER,"FINE ARTS",ARTS,OGC,540264,10.841973,1717.384906,157833,382431,14217.47368,24.87889959
2447,"Anton Chekhov",110,RU,RUS,Russia,Europe,1860,Taganrog,Male,WRITER,LANGUAGE,HUMANITIES,OGC,9327460,14.58667735,32547.46602,3578999,5748461,84795.09091,27.95507799
2510,"Arnulf of Carinthia, Holy Roman Emperor",42,UNK,UNK,Unknown,Unknown,850,"",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,574692,11.13876797,1549.349254,158435,416257,13683.14286,25.8183102
2543,"Alexander Kerensky",51,RU,RUS,Russia,Europe,1881,Ulyanovsk,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2033402,9.412361817,8479.917991,936456,1096946,39870.62745,24.80718575
2544,Ansgar,29,FR,FRA,France,Europe,801,Amiens,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,332005,6.611603483,1356.753297,130463,201542,11448.44828,23.81485145
2552,"Adam of Bremen",33,DE,DEU,Germany,Europe,1050,Missing,Male,WRITER,LANGUAGE,HUMANITIES,OGC,407038,11.59468081,1005.524513,134707,272331,12334.48485,25.14425463
2575,"André the Giant",30,FR,FRA,France,Europe,1946,Grenoble,Male,WRESTLER,"INDIVIDUAL SPORTS",SPORTS,OGC,11093995,3.361501487,81350.97534,8094217,2999778,369799.8333,22.77082745
2609,"Abbas II of Egypt",29,EG,EGY,Egypt,Africa,1874,Alexandria,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,447890,8.998121205,2203.031218,134418,313472,15444.48276,22.8172948
2676,"Abd ar-Rahman I",37,SY,SYR,Syria,Asia,731,Damascus,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,798207,8.892268569,5162.665757,99948,698259,21573.16216,25.17878454
2678,"Abd-ar-Rahman III",34,ES,ESP,Spain,Europe,912,"Córdoba",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,821420,7.682142867,5462.29569,172580,648840,24159.41176,24.73699913
2681,"Abdülâziz",46,TR,TUR,Turkey,Asia,1830,Istanbul,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1217735,9.68424842,8213.625393,195752,1021983,26472.5,24.41653475
2692,"‘Abdu’l-Hamid I",48,TR,TUR,Turkey,Asia,1725,Istanbul,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,656000,18.63141277,5201.056262,97184,558816,13666.66667,24.675221
2695,"Abdur Rahman Khan",26,AF,AFG,Afghanistan,Asia,1844,Kabul,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,372475,5.749305227,1372.625859,210539,161936,14325.96154,22.02934996
2722,"Anders Celsius",63,SE,SWE,Sweden,Europe,1701,Uppsala,Male,ASTRONOMER,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,2446828,15.36174965,10331.41423,471878,1974950,38838.53968,26.70446258
2786,"Andrei Sakharov",63,RU,RUS,Russia,Europe,1921,Moscow,Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,2119200,11.74899333,9059.205087,890110,1229090,33638.09524,25.06881432
2812,"Aron Nimzowitsch",29,LV,LVA,Latvia,Europe,1886,Riga,Male,WRITER,LANGUAGE,HUMANITIES,OGC,351468,9.549642916,915.4994539,153315,198153,12119.58621,22.98867474
2847,"Aung San Suu Kyi",83,MM,MMR,"Myanmar [Burma]",Asia,1945,Yangon,Female,"SOCIAL ACTIVIST",ACTIVISM,"PUBLIC FIGURE",OGC,11374261,7.621078789,135137.395,6031638,5342623,137039.2892,24.85515312
2875,"Archduke Charles, Duke of Teschen",29,IT,ITA,Italy,Europe,1771,Florence,Male,NOBLEMAN,GOVERNMENT,INSTITUTIONS,OGC,388896,8.731625793,1323.262761,17305,371591,13410.2069,23.72577346
2877,"Augustine of Canterbury",36,IT,ITA,Italy,Europe,630,Rome,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,941144,5.982918327,4315.611071,574455,366689,26142.88889,24.50968059
2911,"Amr Diab",26,EG,EGY,Egypt,Africa,1961,"Port Said",Male,SINGER,MUSIC,ARTS,OGC,2626534,5.283326947,10953.59205,1140137,1486397,101020.5385,20.61639628
2919,"Anaïs Nin",33,FR,FRA,France,Europe,1903,Neuilly-sur-Seine,Female,WRITER,LANGUAGE,HUMANITIES,OGC,4090109,4.778351487,14658.19092,2493715,1596394,123942.697,24.08920242
2944,"Ariel Sharon",65,IL,ISR,Israel,Asia,1928,"Kfar Malal",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,8642705,8.994186281,39833.75023,3975813,4666892,132964.6923,26.03475525
3017,"Alexey Pazhitnov",29,RU,RUS,Russia,Europe,1956,Moscow,Male,"COMPUTER SCIENTIST","COMPUTER SCIENCE","SCIENCE & TECHNOLOGY",OGC,829677,4.649593437,7336.276221,536387,293290,28609.55172,19.00383388
3019,"`Abdu'l-Bahá",28,IR,IRN,Iran,Asia,1844,Tehran,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,472029,4.985015832,2638.693424,305358,166671,16858.17857,21.57294832
3092,"Akira Toriyama",31,JP,JPN,Japan,Asia,1955,"Kiyosu, Aichi",Male,"COMIC ARTIST",DESIGN,ARTS,OGC,9256348,6.675806044,40566.1368,2456260,6800088,298591.871,23.43309315
3110,"Andrew S. Tanenbaum",35,US,USA,"United States","North America",1944,"White Plains",Male,"COMPUTER SCIENTIST","COMPUTER SCIENCE","SCIENCE & TECHNOLOGY",OGC,1154877,8.056361628,2284.506319,527989,626888,32996.48571,23.85067142
3132,"Adolphe Sax",44,BE,BEL,Belgium,Europe,1814,Dinant,Male,INVENTOR,INVENTION,"SCIENCE & TECHNOLOGY",OGC,1186271,11.29983014,3935.003743,475387,710884,26960.70455,24.93354628
3212,"Al Capone",62,US,USA,"United States","North America",1899,Brooklyn,Male,MAFIOSO,OUTLAWS,"PUBLIC FIGURE",OGC,30453235,6.395756002,123631.1599,17184254,13268981,491181.2097,27.03013242
3225,"Athanasius of Alexandria",48,EG,EGY,Egypt,Africa,296,Alexandria,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,1506287,9.243121167,8023.03414,727349,778938,31380.97917,25.99202469
3246,"Anthony the Great",50,EG,EGY,Egypt,Africa,251,"Bani Sweif",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,2816838,10.48402355,24705.36296,914360,1902478,56336.76,26.57172624
3356,"Bill Clinton",118,US,USA,"United States","North America",1946,Hope,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,31143787,5.048723372,134265.8097,21236010,9907777,263930.3983,26.27300621
3382,"Britney Spears",94,US,USA,"United States","North America",1981,Kentwood,Female,SINGER,MUSIC,ARTS,OGC,58474806,7.014087594,181731.4988,30872137,27602669,622072.4043,22.19322186
3395,"Gautama Buddha",124,NP,NPL,Nepal,Asia,-563,Lumbini,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,23685332,8.08259386,96995.50597,12331379,11353953,191010.7419,30.04180984
3408,"Baruch Spinoza",84,NL,NLD,Netherlands,Europe,1632,Amsterdam,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,8686774,11.33574492,32562.67238,2969652,5717122,103413.9762,28.01430167
3713,"Bjarne Stroustrup",39,DK,DNK,Denmark,Europe,1950,Aarhus,Male,ENGINEER,ENGINEERING,"SCIENCE & TECHNOLOGY",OGC,1398218,6.29078047,4894.052041,835232,562986,35851.74359,22.11056392
3740,"Björn Ulvaeus",34,SE,SWE,Sweden,Europe,1945,Gothenburg,Male,MUSICIAN,MUSIC,ARTS,OGC,3308810,8.064524314,14724.52344,1442852,1865958,97317.94118,23.94930094
3741,"Benny Andersson",34,SE,SWE,Sweden,Europe,1946,Stockholm,Male,MUSICIAN,MUSIC,ARTS,OGC,3400235,8.457245213,14203.8428,1419944,1980291,100006.9118,23.96603271
3747,"Bill Gates",123,US,USA,"United States","North America",1955,Seattle,Male,BUSINESSPERSON,BUSINESS,"BUSINESS & LAW",OGC,54216010,7.804876131,223586.8329,28776520,25439490,440780.5691,26.34771663
3841,"Bud Spencer",32,IT,ITA,Italy,Europe,1929,Naples,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,12397601,6.770944489,54729.57051,1563169,10834432,387425.0313,25.91896296
3845,"Brigitte Bardot",85,FR,FRA,France,Europe,1934,Paris,Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,15437339,8.148912363,79860.08298,6460772,8976567,181615.7529,26.69015637
3873,"Bernard Montgomery, 1st Viscount Montgomery of Alamein",51,GB,GBR,"United Kingdom",Europe,1887,Kennington,Male,"MILITARY PERSONNEL",MILITARY,INSTITUTIONS,OGC,1965909,17.66172377,5691.252011,51427,1914482,38547.23529,26.32493667
3875,"Benjamin Disraeli, 1st Earl of Beaconsfield",61,GB,GBR,"United Kingdom",Europe,1804,London,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3817885,4.736933672,11755.6602,2580732,1237153,62588.27869,25.0547177
3986,"Benjamin Franklin",88,US,USA,"United States","North America",1706,Boston,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,29472054,5.758468974,96325.30353,17704591,11767463,334909.7045,28.08670539
3992,"Bram Stoker",61,IE,IRL,Ireland,Europe,1847,"Clontarf, Dublin",Male,WRITER,LANGUAGE,HUMANITIES,OGC,11446300,11.40758912,726693.5607,4428130,7018170,187644.2623,24.4769363
3999,"Benoît Mandelbrot",55,PL,POL,Poland,Europe,1924,Warsaw,Male,MATHEMATICIAN,MATH,"SCIENCE & TECHNOLOGY",OGC,1713809,11.68230643,17739.11806,558884,1154925,31160.16364,23.95685657
4001,"Benedict of Nursia",60,IT,ITA,Italy,Europe,480,Norcia,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,4045453,9.887170989,24770.72383,1239031,2806422,67424.21667,27.34309476
4010,"Bing Crosby",53,US,USA,"United States","North America",1903,Tacoma,Male,SINGER,MUSIC,ARTS,OGC,7640264,3.0746341,78222.2286,5913623,1726641,144155.9245,23.15081359
4031,"Buckminster Fuller",54,US,USA,"United States","North America",1895,Milton,Male,ARCHITECT,DESIGN,ARTS,OGC,3999920,4.289983383,11099.01843,2782118,1217802,74072.59259,24.50965343
4041,Bede,51,GB,GBR,"United Kingdom",Europe,672,Jarrow,Male,HISTORIAN,HISTORY,HUMANITIES,OGC,2303926,5.234214604,7056.437006,1520130,783796,45175.01961,25.86525679
4068,"Blaise Pascal",103,FR,FRA,France,Europe,1623,Clermont-Ferrand,Male,MATHEMATICIAN,MATH,"SCIENCE & TECHNOLOGY",OGC,17297105,11.1439831,49333.12745,5034902,12262203,167933.0583,29.25435852
4163,"Bertrand Russell",98,GB,GBR,"United Kingdom",Europe,1872,Trellech,Male,MATHEMATICIAN,MATH,"SCIENCE & TECHNOLOGY",OGC,11265316,8.674853818,33033.19991,5491261,5774055,114952.2041,27.43936147
4173,"Babe Ruth",36,US,USA,"United States","North America",1895,Baltimore,Male,"BASEBALL PLAYER","TEAM SPORTS",SPORTS,OGC,12406918,2.525843623,45696.98346,9946293,2460625,344636.6111,23.99465261
4216,"Brian De Palma",39,US,USA,"United States","North America",1940,Newark,Male,"FILM DIRECTOR","FILM AND THEATRE",ARTS,OGC,4555988,6.590197613,16191.64739,2054382,2501606,116820.2051,24.7395368
4224,"Bobby Charlton",47,GB,GBR,"United Kingdom",Europe,1937,Ashington,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,4372722,7.169225754,25980.69177,2367047,2005675,93036.6383,24.30452146
4233,"Berthe Morisot",46,FR,FRA,France,Europe,1841,Bourges,Female,PAINTER,"FINE ARTS",ARTS,OGC,1836225,8.291242474,16608.95431,664163,1172062,39917.93478,24.06010778
4241,"Bayezid I",57,TR,TUR,Turkey,Asia,1354,Edirne,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1983397,11.74354168,14141.81119,351174,1632223,34796.4386,26.16063994
4242,"Bayezid II",50,GR,GRC,Greece,Europe,1447,Thrace,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2195839,8.74993726,21219.7043,312002,1883837,43916.78,25.46494304
4285,Bodhidharma,41,IN,IND,India,Asia,500,Kanchipuram,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,5612797,4.147919695,151574.7219,3852413,1760384,136897.4878,25.06659208
4313,Benjamin,27,IL,ISR,Israel,Asia,-1000,Canaan,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,1353462,3.460127624,7199.266611,932638,420824,50128.22222,24.22538054
4408,"Buddy Holly",50,US,USA,"United States","North America",1936,Lubbock,Male,MUSICIAN,MUSIC,ARTS,OGC,10606988,4.008603381,38493.86539,7393713,3213275,212139.76,24.7587637
4463,"Babrak Karmal",26,AF,AFG,Afghanistan,Asia,1929,Kamari,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,565996,7.662333025,1884.379701,271376,294620,21769.07692,22.51233562
4471,"Billy Bob Thornton",36,US,USA,"United States","North America",1955,"Hot Springs",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,8715326,4.149891506,33980.28222,5784010,2931316,242092.3889,22.38265976
4481,"Beatrix Potter",36,GB,GBR,"United Kingdom",Europe,1866,Kensington,Female,WRITER,LANGUAGE,HUMANITIES,OGC,4599533,4.195987737,33134.37462,3096424,1503109,127764.8056,23.49700275
4517,Boudica,43,GB,GBR,"United Kingdom",Europe,1,"South Wales",Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,4517346,3.718362347,16762.42209,3293296,1224050,105054.5581,25.89924056
4527,"Béla Bartók",62,RO,ROU,Romania,Europe,1881,"Sânnicolau Mare",Male,COMPOSER,MUSIC,ARTS,OGC,4455558,10.62217196,13152.0058,1700261,2755297,71863.83871,26.38997794
4537,"Burt Lancaster",52,US,USA,"United States","North America",1913,Manhattan,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,5690844,5.403682066,25564.05201,3270305,2420539,109439.3077,24.78851378
4551,Babur,54,UZ,UZB,Uzbekistan,Asia,1483,Andijan,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3182197,4.548529351,16558.48206,2254102,928095,58929.57407,24.75136418
4552,"Bernard of Clairvaux",42,FR,FRA,France,Europe,1090,"Fontaine-lès-Dijon",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,2766603,9.335786239,9046.95003,903743,1862860,65871.5,26.78052322
4572,Blackbeard,35,GB,GBR,"United Kingdom",Europe,1680,Bristol,Male,PIRATE,OUTLAWS,"PUBLIC FIGURE",OGC,10688025,5.662753777,111183.2642,5983990,4704035,305372.1429,25.13191201
4601,"Björn Borg",50,SE,SWE,Sweden,Europe,1956,Stockholm,Male,"TENNIS PLAYER","INDIVIDUAL SPORTS",SPORTS,OGC,5587647,7.832923659,58243.97985,2536152,3051495,111752.94,22.24780987
4607,Barnabas,42,CY,CYP,Cyprus,Asia,1,Cyprus,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,1573862,7.164649643,9858.775945,808222,765640,37472.90476,25.53876305
4611,"Burhanuddin Rabbani",41,AF,AFG,Afghanistan,Asia,1940,"Badakhshan Province",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,845539,7.180094626,14149.20238,466150,379389,20622.90244,21.43976417
4649,"Billy Crystal",40,US,USA,"United States","North America",1948,"Long Beach",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,5467072,3.26686298,52082.60176,4065159,1401913,136676.8,21.69995752
4667,"Boris Pasternak",73,RU,RUS,Russia,Europe,1890,Moscow,Male,WRITER,LANGUAGE,HUMANITIES,OGC,2532753,13.61850544,9431.87021,1064452,1468301,34695.24658,25.88906437
4670,"Bruce Campbell",27,US,USA,"United States","North America",1958,"Royal Oak",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,6967539,3.047055274,29989.69105,5138223,1829316,258057.0,20.74878545
4868,"B. F. Skinner",37,US,USA,"United States","North America",1904,"Susquehanna Depot",Male,PSYCHOLOGIST,"SOCIAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,6521836,4.703128231,32301.28516,3619550,2902286,176265.8378,24.45538528
4878,"Robert Bellarmine",30,IT,ITA,Italy,Europe,1542,Montepulciano,Male,PHYSICIAN,MEDICINE,"SCIENCE & TECHNOLOGY",OGC,754040,7.055963726,3170.521917,343954,410086,25134.66667,23.91386744
4980,"Bohdan Khmelnytsky",36,UA,UKR,Ukraine,Europe,1595,Chyhyryn,Male,"MILITARY PERSONNEL",MILITARY,INSTITUTIONS,OGC,1584488,6.402839821,8660.469001,312662,1271826,44013.55556,24.78248595
5033,"Bo Diddley",31,US,USA,"United States","North America",1928,McComb,Male,MUSICIAN,MUSIC,ARTS,OGC,3252711,4.314121082,38619.26037,2194364,1058347,104926.1613,22.12962194
5034,"Béla Lugosi",37,HU,HUN,Hungary,Europe,1882,Lugoj,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,3539778,6.458812087,18038.83274,1754658,1785120,95669.67568,24.39069739
5048,"Brigham Young",36,US,USA,"United States","North America",1801,Whitingham,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,2533812,2.57493671,7931.230707,2081408,452404,70383.66667,22.90564081
5050,"Bill Bryson",27,US,USA,"United States","North America",1951,"Des Moines",Male,WRITER,LANGUAGE,HUMANITIES,OGC,1969175,3.08778715,5992.162801,1467635,501540,72932.40741,20.90122264
5132,"Charlize Theron",62,ZA,ZAF,"South Africa",Africa,1975,"Benoni, Gauteng",Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,27622039,6.189525539,227524.2552,14527556,13094483,445516.7581,20.91267584
5142,"Charlie Chaplin",145,GB,GBR,"United Kingdom",Europe,1889,"Walworth, London",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,38615107,9.534382776,449279.7602,17093043,21522064,266311.0828,27.77041257
5233,"Carl Linnaeus",123,SE,SWE,Sweden,Europe,1707,"Råshult",Male,BIOLOGIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,9210590,13.81097176,46791.74675,2541141,6669449,74882.84553,28.28512565
5314,Charlemagne,116,BE,BEL,Belgium,Europe,742,"Liège",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,26626252,11.06317039,84160.24232,8904205,17722047,229536.6552,30.48367015
5635,"Christopher Columbus",153,IT,ITA,Italy,Europe,1451,Genoa,Male,EXPLORER,EXPLORERS,EXPLORATION,OGC,58442090,9.563078281,333686.1166,21280951,37161139,381974.4444,30.1752596
5654,"Caspar David Friedrich",49,DE,DEU,Germany,Europe,1774,Greifswald,Male,PAINTER,"FINE ARTS",ARTS,OGC,6453261,8.428023561,24966.23432,1509041,4944220,131699.2041,26.66569623
5655,"Courtney Love",44,US,USA,"United States","North America",1964,"San Francisco",Female,SINGER,MUSIC,ARTS,OGC,14631264,5.529072548,46638.88858,8484181,6147083,332528.7273,22.40486792
5693,"Claude Elwood Shannon",45,US,USA,"United States","North America",1916,Petoskey,Male,"COMPUTER SCIENTIST","COMPUTER SCIENCE","SCIENCE & TECHNOLOGY",OGC,2359482,7.814540819,7479.006865,1187315,1172167,52432.93333,24.6144011
5698,"Charles Babbage",67,GB,GBR,"United Kingdom",Europe,1791,London,Male,INVENTOR,INVENTION,"SCIENCE & TECHNOLOGY",OGC,7274811,6.611358606,37140.74867,3618652,3656159,108579.2687,26.1034057
5766,"Clement Attlee",58,GB,GBR,"United Kingdom",Europe,1883,Putney,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2527418,5.185231986,13871.85778,1699673,827745,43576.17241,23.77232713
5768,Catullus,50,IT,ITA,Italy,Europe,-84,Sirmione,Male,WRITER,LANGUAGE,HUMANITIES,OGC,2596338,9.234211282,8569.346511,795274,1801064,51926.76,27.49288162
5771,"Christopher Marlowe",54,GB,GBR,"United Kingdom",Europe,1564,Canterbury,Male,WRITER,LANGUAGE,HUMANITIES,OGC,3873400,4.914425621,11002.62861,2520632,1352768,71729.62963,25.6911958
5790,"Carlo Goldoni",52,IT,ITA,Italy,Europe,1707,Venice,Male,WRITER,LANGUAGE,HUMANITIES,OGC,2031971,7.884097355,8645.395721,274291,1757680,39076.36538,25.70735922
5804,"Charles Baudelaire",70,FR,FRA,France,Europe,1821,Paris,Male,WRITER,LANGUAGE,HUMANITIES,OGC,12673471,9.397119893,56760.9992,2389588,10283883,181049.5857,27.55921883
5813,"C. S. Lewis",60,GB,GBR,"United Kingdom",Europe,1898,Belfast,Male,WRITER,LANGUAGE,HUMANITIES,OGC,10920003,4.369200868,47396.23576,7444992,3475011,182000.05,25.21592051
5823,Confucius,192,CN,CHN,China,Asia,-551,Qufu,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,22363652,13.0896049,76360.60552,8059462,14304190,116477.3542,31.37052629
5884,"Charles Dickens",115,GB,GBR,"United Kingdom",Europe,1812,Portsmouth,Male,WRITER,LANGUAGE,HUMANITIES,OGC,28353630,8.570163256,535092.231,14276854,14076776,246553.3043,26.87218676
6046,Cicero,83,IT,ITA,Italy,Europe,-106,"Arpinum, Rome",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,13649824,10.97217326,44741.58703,5113041,8536783,164455.7108,29.74259407
6066,"Carl von Clausewitz",47,DE,DEU,Germany,Europe,1780,"Burg bei Magdeburg",Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,3296017,9.308364711,11512.75276,1286313,2009704,70128.02128,25.90700068
6125,"Carl Friedrich Gauss",108,DE,DEU,Germany,Europe,1777,Braunschweig,Male,MATHEMATICIAN,MATH,"SCIENCE & TECHNOLOGY",OGC,10019549,12.10431846,28268.67797,3213888,6805661,92773.60185,28.4441532
